Source,Target
barbarians,moves
moves,about
about,beneath
beneath,the
the,bare
bare,trees
trees,in
in,corridors
corridors,of
of,black
black,gauze
gauze,following
following,the
the,footsteps
footsteps,of
of,the
the,walkers
walkers,with
with,their
their,lanterns
lanterns,and
and,leaves
leaves,birds
birds,from
from,mystery
mystery,plays
plays,alight
alight,hiding
hiding,then
then,a
a,stone
stone,pontoon
pontoon,moved
moved,by
by,the
the,archipelago
archipelago,teeming
teeming,with
with,boatloads
boatloads,of
of,spectators
spectators,lyrical
lyrical,scenes
scenes,to
to,the
the,accompaniment
accompaniment,of
of,flute
flute,and
and,drum
drum,slope
slope,down
down,into
into,recesses
recesses,worked
worked,in
in,under
under,the
the,ceilings
ceilings,round
round,the
the,meetingrooms
meetingrooms,of
of,modern
modern,clubs
clubs,or
or,the
the,great
great,rooms
rooms,of
of,the
the,ancient
ancient,east
east,the
the,magic
magic,event
event,plays
plays,at
at,the
the,top
top,of
of,an
an,ampitheatre
ampitheatre,crowned
crowned,with
with,thickets
thickets,or
or,gets
gets,busy
busy,and
and,alters
alters,itself
itself,to
to,suit
suit,the
the,boeotians
boeotians,*
*,in
in,the
the,shadow
shadow,of
of,the
the,waving
waving,clumps
clumps,of
of,trees
trees,at
at,the
the,top
top,of
of,the
the,cultivated
cultivated,land
land,the
the,comic
comic,opera
opera,is
is,divided
divided,on
on,a
a,stage
stage,at
at,the
the,angle
angle,where
where,ten
ten,partitions
partitions,intersect
intersect,built
built,from
from,the
the,gallery
gallery,down
down,to
to,the
the,footlights
footlights,reality
reality,being
being,too
too,thorny
thorny,for
for,my
my,my
my,great
great,character
character,i
i,found
found,myself
myself,nevertheless
nevertheless,at
at,my
my,lady
lady,'s
's,in
in,the
the,guise
guise,of
of,a
a,big
big,blue-grey
blue-grey,bird
bird,soaring
soaring,towards
towards,the
the,mouldings
mouldings,on
on,the
the,ceiling
ceiling,and
and,dragging
dragging,my
my,wings
wings,among
among,the
the,shadows
shadows,of
of,the
the,evening
evening,i
i,was
was,at
at,the
the,foot
foot,of
of,the
the,canopy
canopy,supporting
supporting,her
her,adored
adored,jewels
jewels,and
and,her
her,physical
physical,masterpieces
masterpieces,a
a,huge
huge,bear
bear,with
with,violet
violet,gums
gums,and
and,fur
fur,shagreened
shagreened,by
by,suffering
suffering,my
my,eyes
eyes,on
on,the
the,crystal
crystal,and
and,the
the,silver
silver,on
on,the
the,console-tables
console-tables,all
all,became
became,dark
dark,and
and,burning
burning,aquarium
aquarium,in
in,the
the,morning
morning,a
a,quarrelsome
quarrelsome,june
june,dawn
dawn,i
i,ran
ran,into
into,the
the,fields
fields,an
an,ass
ass,trumpeting
trumpeting,and
and,brandishing
brandishing,my
my,grievance
grievance,until
until,the
the,sabine
sabine,women*
women*,from
from,the
the,suburbs
suburbs,arrived
arrived,and
and,threw
threw,themselves
themselves,on
on,my
my,breast
